,沪深300
2006-11-06,42033512.0
2006-11-07,43038328.0
2006-11-08,28722404.0
2006-11-09,34030132.0
2006-11-10,53922868.0
2006-11-13,41653300.0
2006-11-14,36307884.0
2006-11-15,40589216.0
2006-11-16,57760948.0
2006-11-17,44446192.0
2006-11-20,53412360.0
2006-11-21,48601840.0
2006-11-22,57065496.0
2006-11-23,51360680.0
2006-11-24,49712096.0
2006-11-27,47267272.0
2006-11-28,44762916.0
2006-11-29,45578412.0
2006-11-30,60216088.0
2006-12-01,58413580.0
2006-12-04,71434336.0
2006-12-05,67202576.0
2006-12-06,81276704.0
2006-12-07,80487504.0
2006-12-08,66257744.0
2006-12-11,51335976.0
2006-12-12,57833544.0
2006-12-13,48004456.0
2006-12-14,47206228.0
2006-12-15,49414440.0
2006-12-18,61892992.0
2006-12-19,67788936.0
2006-12-20,56348504.0
2006-12-21,60225164.0
2006-12-22,46230500.0
2006-12-25,56251744.0
2006-12-26,56967384.0
2006-12-27,56005648.0
2006-12-28,63192832.0
2006-12-29,73851944.0
2007-01-04,106719704.0
2007-01-05,92743448.0
2007-01-08,84767912.0
2007-01-09,81577632.0
2007-01-10,84904976.0
2007-01-11,86276544.0
2007-01-12,76525720.0
2007-01-15,66403096.0
2007-01-16,76364256.0
2007-01-17,89015536.0
2007-01-18,78648608.0
2007-01-19,83334024.0
2007-01-22,93892992.0
2007-01-23,102337616.0
2007-01-24,84433696.0
2007-01-25,81055152.0
2007-01-26,78654008.0
2007-01-29,85452088.0
2007-01-30,78211528.0
2007-01-31,80909136.0
2007-02-01,65078096.0
2007-02-02,59377152.0
2007-02-05,47587504.0
2007-02-06,67010648.0
2007-02-07,70106392.0
2007-02-08,62656540.0
2007-02-09,55515532.0
2007-02-12,54992320.0
2007-02-13,51528864.0
2007-02-14,62777280.0
2007-02-15,71631328.0
2007-02-16,75908784.0
2007-02-26,74531560.0
2007-02-27,107736808.0
2007-02-28,82822568.0
2007-03-01,82159656.0
2007-03-02,57946804.0
2007-03-05,68517488.0
2007-03-06,52633152.0
2007-03-07,59720948.0
2007-03-08,55386560.0
2007-03-09,70411328.0
2007-03-12,62468920.0
2007-03-13,65788908.0
2007-03-14,68952088.0
2007-03-15,63778488.0
2007-03-16,75331848.0
2007-03-19,73983568.0
2007-03-20,61249728.0
2007-03-21,64612956.0
2007-03-22,83308072.0
2007-03-23,73911920.0
2007-03-26,76074776.0
2007-03-27,80725128.0
2007-03-28,112209968.0
2007-03-29,106567240.0
2007-03-30,62950704.0
2007-04-02,69247880.0
2007-04-03,77014496.0
2007-04-04,75506656.0
2007-04-05,74138992.0
2007-04-06,79102328.0
2007-04-09,90901704.0
2007-04-10,100888344.0
2007-04-11,101669936.0
2007-04-12,92535184.0
2007-04-13,100653120.0
2007-04-16,87928944.0
2007-04-17,105307104.0
2007-04-18,101426704.0
2007-04-19,115270008.0
2007-04-20,94469872.0
2007-04-23,109958992.0
2007-04-24,114643008.0
2007-04-25,100580672.0
2007-04-26,78997688.0
2007-04-27,80698640.0
2007-04-30,94302864.0
2007-05-08,106788736.0
2007-05-09,140648352.0
2007-05-10,115419920.0
2007-05-11,88961760.0
2007-05-14,91098048.0
2007-05-15,93578568.0
2007-05-16,86229264.0
2007-05-17,90256480.0
2007-05-18,82418896.0
2007-05-21,98478648.0
2007-05-22,109618184.0
